rehearsal_event_id,rehearsal_session_id,guard_event_id,source_cluster_id,family_event_id,decision_bar_time,broker_day,symbol,direction,guard_decision,guard_block_reason,rehearsal_event_type,rehearsal_action,synthetic_net_r,running_rehearsal_equity_r,running_rehearsal_drawdown_r,daily_lock_active_after_event,portfolio_lock_active_after_event,demo_authorized,can_start_real_demo,mt5_runtime_touched,broker_action_code_allowed,rehearsal_notes
PH3REHEARSAL00066,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00063,WS065,FAM00032,2026.05.26 22:20:00,2026.05.26,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00067,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00064,WS066,FAM00033,2026.05.27 01:15:00,2026.05.27,XAUUSD,LONG,BLOCKED_COST_R,proxy_cost_r_at_or_above_0_30,REHEARSAL_BLOCKED_COST,record_cost_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for cost control: proxy_cost_r_at_or_above_0_30.
PH3REHEARSAL00068,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00065,WS067,FAM00033,2026.05.27 01:15:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00069,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00066,WS068,FAM00034,2026.05.27 06:05:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00070,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00067,WS069,FAM00034,2026.05.27 06:05:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00071,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00068,WS070,FAM00035,2026.05.27 07:55:00,2026.05.27,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00072,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00069,WS071,FAM00036,2026.05.27 08:45:00,2026.05.27,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00073,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00070,WS072,FAM00036,2026.05.27 08:45:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00074,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00071,WS073,FAM00037,2026.05.27 09:15:00,2026.05.27,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00075,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00072,WS074,FAM00037,2026.05.27 09:15:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00076,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00073,WS075,FAM00038,2026.05.27 09:40:00,2026.05.27,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00077,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00074,WS076,FAM00038,2026.05.27 09:40:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00078,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00075,WS077,FAM00039,2026.05.27 09:55:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00079,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00076,WS078,FAM00039,2026.05.27 09:55:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00080,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00077,WS079,FAM00040,2026.05.27 11:55:00,2026.05.27,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00081,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00078,WS080,FAM00040,2026.05.27 11:55:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00082,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00079,WS081,FAM00041,2026.05.27 12:45:00,2026.05.27,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00083,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00080,WS082,FAM00042,2026.05.27 15:50:00,2026.05.27,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00084,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00081,WS083,FAM00042,2026.05.27 15:50:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00085,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00082,WS084,FAM00043,2026.05.27 17:20:00,2026.05.27,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00086,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00083,WS085,FAM00043,2026.05.27 17:20:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00087,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00084,WS086,FAM00044,2026.05.27 17:40:00,2026.05.27,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00088,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00085,WS087,FAM00045,2026.05.27 17:45:00,2026.05.27,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00089,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00086,WS088,FAM00046,2026.05.27 18:00:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00090,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00087,WS089,FAM00047,2026.05.27 18:05:00,2026.05.27,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00091,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00088,WS090,FAM00048,2026.05.27 19:30:00,2026.05.27,XAUUSD,SHORT,BLOCKED_COST_WATCH,cost_watch_requires_review_before_exposure,REHEARSAL_BLOCKED_COST,record_cost_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for cost control: cost_watch_requires_review_before_exposure.
PH3REHEARSAL00092,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00089,WS091,FAM00049,2026.05.27 19:55:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00093,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00090,WS092,FAM00050,2026.05.27 23:50:00,2026.05.27,XAUUSD,SHORT,BLOCKED_COST_R,proxy_cost_r_at_or_above_0_30,REHEARSAL_BLOCKED_COST,record_cost_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for cost control: proxy_cost_r_at_or_above_0_30.
PH3REHEARSAL00094,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00091,WS093,FAM00051,2026.05.28 00:25:00,2026.05.28,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00095,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00092,WS094,FAM00052,2026.05.28 01:10:00,2026.05.28,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00096,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00093,WS095,FAM00052,2026.05.28 01:10:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00097,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00094,WS096,FAM00053,2026.05.28 03:20:00,2026.05.28,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00098,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00095,WS097,FAM00053,2026.05.28 03:20:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00099,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00096,WS098,FAM00054,2026.05.28 05:40:00,2026.05.28,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00100,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00097,WS099,FAM00054,2026.05.28 05:40:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00101,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00098,WS100,FAM00055,2026.05.28 06:20:00,2026.05.28,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00102,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00099,WS101,FAM00055,2026.05.28 06:20:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00103,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00100,WS102,FAM00056,2026.05.28 06:25:00,2026.05.28,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00104,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00101,WS103,FAM00056,2026.05.28 06:25:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00105,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00102,WS104,FAM00057,2026.05.28 08:00:00,2026.05.28,XAUUSD,LONG,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00106,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00103,WS105,FAM00057,2026.05.28 08:00:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00107,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00104,WS106,FAM00058,2026.05.28 10:15:00,2026.05.28,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00108,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00105,WS107,FAM00059,2026.05.28 10:35:00,2026.05.28,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00109,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00106,WS108,FAM00060,2026.05.28 10:40:00,2026.05.28,XAUUSD,SHORT,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,REHEARSAL_BLOCKED_RISK,record_risk_block_and_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal blocks exposure for risk control: portfolio_worst_case_loss_budget_would_breach.
PH3REHEARSAL00110,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00107,WS109,FAM00061,2026.05.28 11:25:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
PH3REHEARSAL00111,phase3-demo-rehearsal-side-experiment-v0,PH3GUARD00108,WS110,FAM00061,2026.05.28 11:25:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,REHEARSAL_NO_EXPOSURE,record_review_only_no_exposure,0.0000,-3.5803,-3.5803,false,false,false,false,false,false,Rehearsal keeps this row review-only with no exposure.
